organ_contractant,contracte_num,tipus_de_contracte_obres_serveis_subministraments,objecte_del_contracte,nom_adjudicatari_rao_social,nif_adjudicatari_persones_fisiques_anonimitzat,data_formalitzacio_contracte,preu_contracte_sense_iva,preu_contracte_iva_inclos,data_formalitzacio_modificacio,import_modificacio_sense_iva,import_modificacio_iva_inclos,prevista_en_el_plec,no_prevista_en_el_plec,%_variacio_sobre_el_preu_del_contracte_sense_iva,any,tipus_de_modificaciò,tipo_modificaciò
" Gerència d'Àrea de Cultura, Educació, Ciència i Comunitat  (0800)",19004716,Serveis,PAM 15_Suport i coordinació,FUNDACIO FRANCESC FERRER I GUA,G58506981,2019-12-20 00:00:00,19723.67,23865.64,2021-04-26 00:00:00,3945.1,4773.57,x,,0.2,2021,increment,Increment
" Gerència d'Àrea de Cultura, Educació, Ciència i Comunitat  (0800)",20000965L01,Serveis,Adaptacions i maquetacions àrea CECiC (Lot 1 - Acció comunitària),"UAN-TU-TRI, S.L.",B61505566,2020-09-15 00:00:00,19633.33,23756.33,2021-12-24 00:00:00,-8404.13,-10169,x,,,2021,Importe no modificado,Importe no modificado
" Gerència d'Àrea de Cultura, Educació, Ciència i Comunitat  (0800)",20000965L02,Serveis,Adaptacions i maquetacions àrea CECiC (Lot 2 - Innovació democràtica i Democràcia activa),"UAN-TU-TRI, S.L.",B61505566,2020-09-15 00:00:00,15358.33,18583.58,2021-12-24 00:00:00,-9715.45,-11755.69,x,,,2021,Importe no modificado,Importe no modificado
" Gerència d'Àrea de Cultura, Educació, Ciència i Comunitat  (0800)",20000965L03,Serveis,Adaptacions i maquetacions àrea CECiC (Lot 3 -Interculturalitat i pluralisme religiós),PRODUCCIONES  MIC   S.L,B24301871,2020-09-15 00:00:00,32933.34,39849.34,2021-12-14 00:00:00,-18014.38,-21797.4,x,,,2021,Importe no modificado,Importe no modificado
" Gerència d'Àrea de Cultura, Educació, Ciència i Comunitat  (0800)",20000965L04,Serveis,Adaptacions i maquetacions àrea CECiC (Lot 4 -Ciència i Comunicació),PRODUCCIONES  MIC   S.L,B24301871,2020-09-15 00:00:00,61000.0,73810.0,2021-12-14 00:00:00,-48429.75,-58600,x,,,2021,Importe no modificado,Importe no modificado
" Gerència d'Àrea de Cultura, Educació, Ciència i Comunitat  (0800)",20001291L01,Serveis,"Producció continguts multimèdia, audiov i fotògraf ",SORTKAT ESTUDIOS S.L.,B62731039,2020-11-05 00:00:00,15833.0,19157.93,2021-12-14 00:00:00,-1859.5,-2250,x,,,2021,Importe no modificado,Importe no modificado
" Gerència d'Àrea de Cultura, Educació, Ciència i Comunitat  (0800)",21000495,Serveis,Biennal Ciutat i Ciència 2021 adm/gestió ponències ,HOTARU S.C.P,J67166959,2021-04-12 00:00:00,108908.9,131779.77,2021-05-14 00:00:00,21696.1,26252.28,x,,0.1992,2021,increment,Increment
"Gerència d'Àrea de Drets Socials, Justícia Global, Feminismes i LGTBI",18001531L02,Serveis,acolliment habitatges temporals per a families,,,2018-07-13 00:00:00,2064972.66,2271469.93,2020-11-26 00:00:00,180099.45,198109.4,X,,,2020,,Importe no modificado
"Gerència d'Àrea de Drets Socials, Justícia Global, Feminismes i LGTBI",17002612,Serveis,"Servei de primera acollida, especialitzats SAIER",,,2017-10-25 00:00:00,1582394.64,1582394.64,2020-03-13 00:00:00,54160.06,54160.06,X,,,2020,,Importe no modificado
"Gerència d'Àrea de Drets Socials, Justícia Global, Feminismes i LGTBI",19000763,Serveis,Servei assessoram i tractam psicològic UTEH,,,2019-06-19 00:00:00,74181.12,74181.12,2020-12-29 00:00:00,24727.04,24727.04,,X,0.33333333333333337,2020,,Importe no modificado
Gerència de Seguretat i Prevenció,19004293-002,Serveis,"Suport atenció telefònica integral per a trucades d'emergència al 092 i 080, les seves centraletes administratives, gestió de segon nivell al centre de gestió d'emergències i al telèfon d'atenció per molèsties d'habitatges d'ús turístic",,,2020-02-28 00:00:00,701196.7,848448.01,2020-12-16 00:00:00,59155.6,71578.28,,,,2020,,Importe no modificado
Gerència de Seguretat i Prevenció,15003142-002,Serveis,SEGURETAT ACCESSOS SALA CONJUNTA COMANDAMENT,,,2016-05-25 00:00:00,293771.52,355463.54,2020-06-22 00:00:00,110164.32,133298.83,,,,2020,,Importe no modificado
Gerència de Seguretat i Prevenció,16001159-003,Serveis,Servei d'assistència i defensa jurídica GUB-SPEIS,,,2016-06-16 00:00:00,192000.0,232320.0,2020-03-31 00:00:00,38400.0,46464.0,,,,2020,,Importe no modificado
Gerència de Seguretat i Prevenció,18000965L02-001,Subministraments,"Submin. 6 BUL i 2 BUP, desglossat en dos lots",,,2018-10-17 00:00:00,679600.0,822316.0,2020-02-20 00:00:00,,,,,,2020,,Importe no modificado
Gerència de Seguretat i Prevenció,18000965L02-002,Subministraments,"Submin. 6 BUL i 2 BUP, desglossat en dos lots",,,2018-10-17 00:00:00,679600.0,822316.0,2020-05-21 00:00:00,,,,,,2020,,Importe no modificado
Gerència de Seguretat i Prevenció,20001146-001,Serveis,Reparació impresores PDA GUB,,,2020-05-25 00:00:00,28470.0,34448.7,2020-12-24 00:00:00,5694.0,6889.74,,,,2020,,Importe no modificado
"ÀREA D'ECOLOGIA URBANA (Gerències d'EU, MASU, Urbanisme, GAMI i Arquitecte en Cap)",15001935,Serveis,"Assistència Tècnica per a la redacció plec de prescripcions tècniques, anàlisi d'ofertes i seguiment posada en marxa nou contracte de neteja i recollida",,,01.02.2016,582483.71,704805.29,22.04.2020,24748.85,29946.11,,X,0.042488484356068945,2020,,Importe no modificado
"ÀREA D'ECOLOGIA URBANA (Gerències d'EU, MASU, Urbanisme, GAMI i Arquitecte en Cap)",14003093,Serveis,Manteniment del clavegueram de Barcelona (2015-2022),,,16.02.2015,94101837.53,103512021.28,02.06.2020,2424165.55,2666582.1,X,,0.02576108621924803,2020,,Importe no modificado
"ÀREA D'ECOLOGIA URBANA (Gerències d'EU, MASU, Urbanisme, GAMI i Arquitecte en Cap)",14003093,Serveis,Manteniment del clavegueram de Barcelona (2015-2022),,,16.02.2015,94101837.53,103512021.28,21.12.2020,-1338240.8,-1472064.88,X,,-0.014221197323307996,2020,,Importe no modificado
"ÀREA D'ECOLOGIA URBANA (Gerències d'EU, MASU, Urbanisme, GAMI i Arquitecte en Cap)",17005534L02,Serveis,"Manteniment de la senyalització horitzontal, vertical, informativa urbana i abalisament de seguretat viària (2018-2022), amb mesures de contractació pública sostenible",,,07.02.2019,3636363.64,4400000.0,26.06.2020,247925.08,299989.35,X,,0.0681793969318206,2020,,Importe no modificado
"ÀREA D'ECOLOGIA URBANA (Gerències d'EU, MASU, Urbanisme, GAMI i Arquitecte en Cap)",16000643,Serveis,"Serveis de manteniment integral dels túnels de la xarxa viària bàsica de la ciutat de Barcelona (2016-2020), i el foment de l'ocupació de persones amb dificultats particulars d'inserció al mercat laboral",,,17.05.2017,5012199.33,6064761.19,23.09.2020,813422.68,984241.44,X,,0.16228857362701896,2020,,Importe no modificado
"ÀREA D'ECOLOGIA URBANA (Gerències d'EU, MASU, Urbanisme, GAMI i Arquitecte en Cap)",16002516,Serveis,"Conservació de les instal·lacions d'enllumenat - Lot 1 (Ciutat Vella, Eixample i Sants-Montjuïc)",,,05.12.2016,14359441.074380165,17374923.7,11.11.2020,-132231.40495867768,-160000.0,X,,-0.009208673532189382,2020,,Importe no modificado
"ÀREA D'ECOLOGIA URBANA (Gerències d'EU, MASU, Urbanisme, GAMI i Arquitecte en Cap)",16002517,Serveis,"Conservació de les instal·lacions d'enllumenat - Lot 2 (Les Corts, Sarrià-Sant Gervasi, Gràcia i Horta-Guinardó)",,,05.12.2016,14580052.561983474,17641863.6,11.11.2020,-196120.85123966943,-237306.23,X,,-0.013451313046088847,2020,,Importe no modificado
"ÀREA D'ECOLOGIA URBANA (Gerències d'EU, MASU, Urbanisme, GAMI i Arquitecte en Cap)",16002518,Serveis,"Conservació de les instal·lacions d'enllumenat - Lot 3 (Nou Barris, Sant Andreu i Sant Martí)",,,05.12.2016,17424142.727272727,21083212.7,11.11.2020,-181271.76033057852,-219338.83,X,,-0.010403482292810146,2020,,Importe no modificado
"ÀREA D'ECOLOGIA URBANA (Gerències d'EU, MASU, Urbanisme, GAMI i Arquitecte en Cap)",19000993,Serveis,Manteniment d'equips audiovisuals en les sales de reunions d'edificis d'Ecologia Urbana i d'equips informàtics de fora la xarxa municipal,,,14.11.2019,42985.71900826447,52012.72,11.11.2020,8597.14049586777,10402.54,X,,0.19999992309573505,2020,,Importe no modificado
"ÀREA D'ECOLOGIA URBANA (Gerències d'EU, MASU, Urbanisme, GAMI i Arquitecte en Cap)",16003724,Serveis,"Implantació, manteniment i gestió del servei Bicing 2.0 2018-2028",,,10.04.2018,134683017.43801653,162966451.1,09.12.2020,-636323.8595041323,-769951.87,X,,-0.00472460352914932,2020,,Importe no modificado
"ÀREA D'ECOLOGIA URBANA (Gerències d'EU, MASU, Urbanisme, GAMI i Arquitecte en Cap)",16002516,Serveis,"Conservació de les instal·lacions d'enllumenat - Lot 1 (Ciutat Vella, Eixample i Sants-Montjuïc)",,,05.12.2016,14359441.074380165,17374923.7,17.12.2020,457354.26446280995,553398.66,X,,0.0318504224568192,2020,,Importe no modificado
"ÀREA D'ECOLOGIA URBANA (Gerències d'EU, MASU, Urbanisme, GAMI i Arquitecte en Cap)",16002517,Serveis,"Conservació de les instal·lacions d'enllumenat - Lot 2 (Les Corts, Sarrià-Sant Gervasi, Gràcia i Horta-Guinardó)",,,05.12.2016,14580052.561983474,17641863.6,17.12.2020,415119.29752066114,502294.35,X,,0.02847172846297258,2020,,Importe no modificado
"ÀREA D'ECOLOGIA URBANA (Gerències d'EU, MASU, Urbanisme, GAMI i Arquitecte en Cap)",16002518,Serveis,"Conservació de les instal·lacions d'enllumenat - Lot 3 (Nou Barris, Sant Andreu i Sant Martí)",,,05.12.2016,17424142.727272727,21083212.7,17.12.2020,207630.21487603307,251232.56,X,,0.011916237035354675,2020,,Importe no modificado
"ÀREA D'ECOLOGIA URBANA (Gerències d'EU, MASU, Urbanisme, GAMI i Arquitecte en Cap)",18002061,Serveis,Serveis de manteniment de mobiliari urbà de la ciutat de Barcelona (2018-2022),,,03.01.2019,1652892.561983471,2000000.0,09.12.2020,330373.9504132231,399752.48,X,,0.19987623999999998,2020,,Importe no modificado
"GERÈNCIA D'ÀREA DE CULTURA, EDUCACIÓ, CIÈNCIA I COMUNITAT",18003157-002,Serveis,"Serveis d’informació, formació, atenció, mediació de conflictes, assessorament, debat i diàleg respecte a les diferents creences religioses i conviccions presents a Barcelona mitjançant l’Oficina d’Afers Religiosos",,,2018-12-20 00:00:00,443202.42,443202.42,2020-12-30 00:00:00,69160.0,69160.0,X,,,2020,,Importe no modificado
GERÈNCIA MUNICIPAL,20002009-001,Serveis,Materials diversos pels Ateneus de fabricació,,,No consta formalització. Contracte d'emergència.,9649.21,11675.54,2020-07-07 00:00:00,19649.26,23775.61,Modificació establerta a la llei,,203.63594532609403,2020,,Importe no modificado
GERÈNCIA MUNICIPAL,19000163-002,Serveis,SUPORT TÈCNIC DESENVOLUPAMENT PACTE TEMPS,,,No consta formalització. Contracte d'emergència.,41125.52,49761.88,2020-07-30 00:00:00,7387.41,8938.77,Modificació establerta a la llei,,17.963079858929447,2020,,Importe no modificado
GERÈNCIA MUNICIPAL,18003434L08-001,Serveis,Infraestructures Districte d'Horta-Guinardó,,,2019-01-31 00:00:00,408264.46,494000.0,2020-11-05 00:00:00,-157024.79,-190000.0,X,,-38.46153789629398,2020,,Importe no modificado
GERÈNCIA MUNICIPAL,18003434L10-001,Serveis,Infraestructures Districte Sant Andreu,,,2019-01-31 00:00:00,280991.74,340000.0,2020-11-05 00:00:00,-57851.24,-70000.0,X,,-20.58823508477509,2020,,Importe no modificado
GERÈNCIA MUNICIPAL,19001291L02-002,Subministraments,Infraestructures Districte Sants-Montjuïc,,,2019-07-29 00:00:00,286621.4,346811.9,2020-11-05 00:00:00,-82644.63,-100000.0,X,,-28.83407519466446,2020,,Importe no modificado
GERÈNCIA MUNICIPAL,18003434L01-001,Serveis,Infraestructures Districte Ciutat Vella,,,2018-12-31 00:00:00,600000.0,726000.0,2020-11-05 00:00:00,-148760.03,-180000.0,X,,-24.793338333333335,2020,,Importe no modificado
GERÈNCIA MUNICIPAL,18003434L02-001,Serveis,Infraestructures Districte  L'Eixample,,,2018-12-31 00:00:00,396694.22,480000.0,2020-11-05 00:00:00,-90909.09,-110000.0,X,,-22.916666141493064,2020,,Importe no modificado
GERÈNCIA MUNICIPAL,18003434L05-001,Serveis,Infraestructures Districte Les Corts,,,2019-01-31 00:00:00,36619.83,44310.0,2020-11-05 00:00:00,-36619.83,-44310.0,X,,-100,2020,,Importe no modificado
GERÈNCIA MUNICIPAL,18003434L11-001,Serveis,Infraestructures Districte Sant Martí,,,2019-01-31 00:00:00,440689.26,533234.0,2020-11-05 00:00:00,-152892.56,-185000.0,X,,-34.69396100100102,2020,,Importe no modificado
GERÈNCIA MUNICIPAL,18003434L07-002,Serveis,Infraestructures Districte Gràcia,,,2019-01-31 00:00:00,360000.0,435600.0,2020-11-05 00:00:00,-82644.63,-100000.0,X,,-22.95684166666667,2020,,Importe no modificado
GERÈNCIA MUNICIPAL,18003434L06-001,Serveis,Infraestructures  Sarrià-Sant Gervasi,,,2019-01-31 00:00:00,200000.0,242000.0,2020-11-05 00:00:00,-76222.77,-92229.55,X,,-38.111385000000006,2020,,Importe no modificado
GERÈNCIA MUNICIPAL,15005948-002,Serveis,Gestió integrada bicing,,,2007-01-16 00:00:00,22495640.0,26094942.4,2019-03-15 00:00:00,-1069004.46,-1293495.4,Modificació establerta a la llei,,-4.752051775366248,2020,,Importe no modificado
GERÈNCIA MUNICIPAL,19001027L03-002,Serveis,Serveis distribució elements comunicació DS Publicitaris i Dte Sarrià,,,,,,,0.0,0.0,Modificació establerta a la llei,,-,2020,,Importe no modificado
GERÈNCIA MUNICIPAL,19001027L04-002,Serveis,"Serveis distribució elements comunicació Dte. Nou Barris, Dte.Sant Andreu i Dte Eixample",,,,,,,0.0,0.0,Modificació establerta a la llei,,-,2020,,Importe no modificado
GERÈNCIA MUNICIPAL,19001027L01-002,Serveis,Serveis distribució elements comunicació Gerència Ecologia Urbana i Dte. Sants Montjuïc,,,,,,,0.0,0.0,Modificació establerta a la llei,,-,2020,,Importe no modificado
GERÈNCIA MUNICIPAL,19001027L02-002,Serveis,Serveis distribució elements comunicació Dte. Les Corts i Dte. de Gràcia,,,,,,,0.0,0.0,Modificació establerta a la llei,,-,2020,,Importe no modificado
GERÈNCIA MUNICIPAL,18003434L07-001,Serveis,Infraestructures Districte Gràcia,,,2019-01-31 00:00:00,360000.0,435600.0,2020-07-06 00:00:00,20661.16,25000.0,X,,5.739211111111111,2020,,Importe no modificado
GERÈNCIA MUNICIPAL,19001027L05-002,Serveis,"Serveis distribució elements comunicació Dte. Sant Martí, Ciutat Vella i Horta-Guinardó",,,,,,,0.0,0.0,Modificació establerta a la llei,,-,2020,,Importe no modificado
GERÈNCIA MUNICIPAL,18003695-003,Serveis,Auditoria estat espai públic a Barcelona,,,2019-07-12 00:00:00,1166545.44,1411519.99,-,79644.41,96369.74,Modificació establerta a la llei,,6.827373136874977,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,16006383-005,Serveis,Lot 3: Serveis de Numeració Especial,,,2017-01-01 00:00:00,677685.95,820000.0,2020-12-11 00:00:00,124000.0,150040.0,X,,18.297560986766808,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,18005415L01-003,Serveis,Elaboració Actes Comissió de Presidència i Economia,,,2019-03-04 00:00:00,48657.02,58875.0,2020-09-08 00:00:00,7500.0,9072.0,Modificació establerta a la llei,,15.414014257346627,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,18003448L05-002,Serveis,"Mant. edificis Lot 5 Sarrià-Sant Gervasi, Gràcia",,,2019-06-01 00:00:00,2491944.63,3015253.0,2020-12-15 00:00:00,55271.9,66879.0,X,,2.218022797721633,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,18003448L01-002,Serveis,"Mant. edificis Lot 1 Ger. Recursos, Ciutat Vella",,,2019-06-01 00:00:00,5575871.82,6746804.86,2020-12-15 00:00:00,571671.37,691722.36,X,,10.252591674533866,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,18003448L03-002,Serveis,"Mant. edificis Lot 3 Seguretat i Prev, Ecol.Urbana",,,2019-06-01 00:00:00,3929809.55,4755069.55,2020-12-21 00:00:00,55342.41,66964.32,X,,1.4082720624463851,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,18003448L06-002,Serveis,"Mant. edificis Lot 6 Horta Guinardó, Nou Barris",,,2019-06-01 00:00:00,4742156.22,5738009.01,2020-12-15 00:00:00,72780.81,88064.78,X,,1.534761965306997,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,18005415L02-003,Serveis,"Comissió de Drets Socials, Ecologia i especials",,,2019-03-04 00:00:00,72012.4,87135.0,2020-08-04 00:00:00,12480.0,15093.0,Modificació establerta a la llei,,17.33034866217485,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,18003448L02-002,Serveis,"Mant. edificis Lot 2 Ger. Drets Social, Eixample",,,2019-06-01 00:00:00,5118666.21,6193586.22,2020-12-15 00:00:00,330578.51,400000.0,X,,6.458293946852221,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,18003448L04-002,Serveis,"Mant. edificis Lot 4 Sants-Montjuic, Les Corts",,,2019-06-01 00:00:00,3078598.94,3725104.73,2020-12-15 00:00:00,473104.55,572456.5,X,,15.367527866426148,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,18003448L07-002,Serveis,"Mant. edificis Lot 7 Sant Andreu, Sant Martí",,,2019-06-01 00:00:00,5405015.15,6540068.34,2020-12-15 00:00:00,181818.18,220000.0,X,,3.3638791928270537,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,17004830-003,Serveis,"MANTENIMENT SIST.SEGURETAT, INCENDIS LOT 2",,,2017-12-04 00:00:00,816500.56,987965.68,2020-10-29 00:00:00,28075.61,33971.5,X,,3.4385291787185057,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,17002464-002,Serveis,Manteniment ascensors districtes i gerències,,,2017-11-20 00:00:00,739291.22,894542.38,2020-11-24 00:00:00,36938.95,44696.13,X,,4.99653573594449,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,16006382-005,Serveis,Lot 2: telefonia mòbil,,,2017-01-01 00:00:00,1524769.42,1844971.0,2020-03-23 00:00:00,29628.1,35850.0,X,,1.9431200292566202,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,16005229-005,Serveis,Lot 1: Veu Fixa,,,2017-01-01 00:00:00,3800810.74,4598981.0,2020-04-01 00:00:00,8099.17,9800.0,X,,0.21309058919360976,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,16006383-004,Serveis,Lot 3: Serveis de Numeració Especial,,,2017-01-01 00:00:00,677685.95,820000.0,2020-03-23 00:00:00,35123.97,42500.0,X,,5.182927283648127,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,18005082L02-002,Serveis,Reproducció paper/digital a demanda usuaris AMD,,,2019-08-08 00:00:00,5388.44,6520.02,2020-02-11 00:00:00,1330.62,1610.05,X,,24.69397450839204,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,20002366-002,Serveis,Traducció de textos Sindicatura de Greuges de BCN,,,2020-07-20 00:00:00,10300.0,12463.0,2020-11-27 00:00:00,-2814.85,-3405.97,Modificació establerta a la llei,,-27.328640776699025,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,18003968L07-001,Serveis,Neteja ed. Lot 7 Dte d'Horta-Guinardó,,,2019-06-03 00:00:00,3485850.12,4217878.65,2020-12-14 00:00:00,51857.78,62747.91,Modificació establerta a la llei,,1.4876652241146844,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,18003968L05-001,Serveis,"Neteja ed. Lot 5 Ger Seg i Prev, Sarrià-St Gervasi",,,2019-06-03 00:00:00,7269708.59,8796347.41,2020-12-14 00:00:00,117963.93,142736.36,Modificació establerta a la llei,,1.6226775604495036,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,18003968L01-003,Serveis,"Neteja ed. Lot 1 Gerència Recursos, Ciutat Vella",,,2019-06-03 00:00:00,10925877.55,13220311.83,2020-12-14 00:00:00,58007.49,70189.07,Modificació establerta a la llei,,0.5309183608780239,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,18003968L03-001,Serveis,Neteja ed. Lot 3 Dte de Sants-Montjuïc,,,2019-06-03 00:00:00,3829791.25,4634047.41,2020-11-12 00:00:00,59877.88,72452.23,Modificació establerta a la llei,,1.5634763382991173,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,18003968L06-001,Serveis,"Neteja ed. Lot 6 Ger. Ecol. Urbana, Gràcia",,,2019-06-03 00:00:00,4387127.38,5308424.14,2020-12-14 00:00:00,64007.26,77448.78,Modificació establerta a la llei,,1.4589788363974971,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,18003968L09-001,Serveis,Neteja ed. Lot 9 Dte de Sant Andreu,,,2019-06-03 00:00:00,4029014.49,4875107.54,2020-12-14 00:00:00,98405.17,119070.25,Modificació establerta a la llei,,2.4424129087706503,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,18003968L04-001,Serveis,"Neteja ed. Lot 4 Gerència Drets Socials, Les Corts",,,2019-06-03 00:00:00,5508961.8,6665843.79,2020-12-14 00:00:00,411172.93,497519.25,Modificació establerta a la llei,,7.463709949849353,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,18003968L08-001,Serveis,Neteja ed. Lot 8 Dte de Nou Barris,,,2019-06-05 00:00:00,4652892.03,3845365.31,2020-12-14 00:00:00,69297.47,83849.94,Modificació establerta a la llei,,1.4893418878666738,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,18003968L02-002,Serveis,Neteja ed. Lot 2 Dte de l'Eixample,,,2019-06-03 00:00:00,3942782.9,4770767.31,2020-12-14 00:00:00,127434.7,154195.95,Modificació establerta a la llei,,3.2321003522664156,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,19003666-001,Serveis,Contractació derivada servei de taxi Ajuntament,,,2019-09-13 00:00:00,441100.0,485210.0,2020-09-30 00:00:00,-61983.47,-75000.0,Modificació establerta a la llei,,-14.052022217184312,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,18002329-003,Serveis,Suport bcnroc,,,2018-11-27 00:00:00,96640.2,116934.64,2020-09-29 00:00:00,24160.04,29233.66,Modificació establerta a la llei,,24.9999896523393,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,18005082L02-004,Serveis,Reproducció paper/digital a demanda usuaris AMD,,,2019-08-08 00:00:00,5388.44,6520.02,2020-09-22 00:00:00,2276.19,2754.18,Modificació establerta a la llei,,42.24209604263943,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,17003058-002,Serveis,Serveis d'hostes/hostesses per a actes i visites,,,2018-02-28 00:00:00,223140.5,270000.0,2020-10-19 00:00:00,-24793.38,-30000.0,Modificació establerta a la llei,,-11.11110712757209,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,20000184-001,Serveis,Consultoria projecte e-Arxiu i seguiment IPAC,,,2020-07-29 00:00:00,62500.0,75625.0,2020-12-21 00:00:00,10754.6,13013.07,X,,17.207359999999998,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,19000462-002,Serveis,Coord. seg. i salut relac. neteja i mante 19-21,,,2019-07-04 00:00:00,280499.99,339404.97,2020-12-10 00:00:00,21900.84,26500.02,X,,7.807786374609141,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,16005829-004,Serveis,"Producció multimèdia, audiovisuals i fotografies",,,2017-05-02 00:00:00,1200000.0,1452000.0,2020-11-24 00:00:00,209562.0,253570.02,X,,17.4635,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,19000070-002,Serveis,Redacció documents Síndica de Greuges,,,2019-06-12 00:00:00,21007.14,25418.63,2020-11-04 00:00:00,2291.69,2772.94,X,,10.90910042966344,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,16001198-006,Serveis,DISSENY WEB I PROGRAMACIÓ WEBS I APLICACIONS,,,2016-06-30 00:00:00,1225000.0,1482250.0,2020-11-10 00:00:00,30726.45,37179.0,X,,2.5082816326530613,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,16001802-006,Subministraments,SUPORT AUDIOVISUAL ACTES CIUTADANS MANTEN.EQUIPS,,,2016-10-24 00:00:00,545454.54,600000.0,2020-10-15 00:00:00,34090.9,41250.0,X,,6.249998395833317,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,16001920-006,Serveis,TRASLLAT ARXIUS I SERVEIS ASSISTÈNCIA ACTES CIUT.,,,2016-10-24 00:00:00,543681.6,657854.74,2020-10-15 00:00:00,36296.93,43919.28,X,,6.67613728329228,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,17005134-004,Serveis,manteniment integral edifici carrer Calàbria,,,2018-03-22 00:00:00,806159.65,975453.18,2020-10-30 00:00:00,60628.09,73360.0,X,,7.520605875027359,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,18003447L03-001,Serveis,Manteniment Via Pública SANTS-MONTJUÏC 2019-2021,,,2019-03-13 00:00:00,2568984.03,3108470.67,2020-11-07 00:00:00,171265.6,207231.38,X,,6.666666588814879,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,18003447L02-001,Serveis,Manteniment Via Pública Dte EIXAMPLE 2019-2021,,,2019-03-13 00:00:00,1483468.92,1794997.38,2020-11-27 00:00:00,98897.93,119666.49,X,,6.666666801485804,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,18003447L01-002,Serveis,Manteniment Via Pública Dte CIUTAT VELLA 2019-2021,,,2019-03-12 00:00:00,1838696.91,2224823.25,2020-11-27 00:00:00,122157.02,147810.0,X,,6.643673535079799,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,19002306-002,Obres,Obres retirada amiant 7 ed. adscrits GR,,,2019-09-20 00:00:00,141406.48,171101.84,2020-08-03 00:00:00,28281.29,34220.36,X,,19.999995756912977,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,18003447L04-002,Serveis,Manteniment Via Pública LES CORTS 2019-2021,,,2019-03-13 00:00:00,979546.35,1185251.07,2020-11-27 00:00:00,59504.13,72000.0,X,,6.0746620106338005,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,18003447L09-001,Serveis,Manteniment Via Pública SANT ANDREU 2019-2021,,,2019-03-13 00:00:00,1815349.44,2196572.82,2020-11-27 00:00:00,41322.31,50000.0,X,,2.2762730463618066,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,18003447L10-001,Serveis,Manteniment Via Pública SANT MARTÍ 2019-2021,,,2019-03-03 00:00:00,2683316.34,3246812.76,2020-11-27 00:00:00,66115.7,80000.0,X,,2.463954734461163,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,18003968L01-002,Serveis,"Neteja ed. Lot 1 Gerència Recursos, Ciutat Vella",,,2019-06-03 00:00:00,10925877.55,13220311.83,2020-07-15 00:00:00,427037.43,516715.29,X,,3.908495478241928,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,17004824-004,Serveis,"MANTENIMENT SIST.SEGURETAT, INCENDIS LOT 1",,,2018-06-18 00:00:00,404804.94,489813.98,2020-12-14 00:00:00,50500.62,61226.75,X,,12.475297361736743,2020,,Importe no modificado
GERÈNCIA DE RECURSOS,18003968L01-001,Serveis,"Neteja ed. Lot 1 Gerència Recursos, Ciutat Vella",,,2019-06-03 00:00:00,10925877.55,13220311.83,2020-02-27 00:00:00,589665.51,713495.27,X,,5.396962461839049,2020,,Importe no modificado
