Año,Trimestre,Tipo_entidad,Nombre_entidad,Procedimiento,Tipo de contrato,Número,Importe
2021,4,Consorcis,Consorci Museu de Ciències Naturals de Barcelona ,Menors,Serveis,119.0,525388.95
2021,4,Consorcis,Consorci Museu de Ciències Naturals de Barcelona ,Menors,Subministraments,83.0,278999.38
2021,1,Consorcis,Consorci Museu d'Art Contemporani de Barcelona ,Oberts,Serveis,1.0,121719.42
2021,1,Consorcis,Consorci Museu d'Art Contemporani de Barcelona ,Obert simplificat,Serveis,1.0,40656.0
2021,1,Consorcis,Consorci Museu d'Art Contemporani de Barcelona ,Basats en acord marc,Serveis,13.0,2858.49
2021,1,Consorcis,Consorci Museu d'Art Contemporani de Barcelona ,Basats en acord marc,Subministraments,2.0,143865.68
2021,1,Consorcis,Consorci Museu d'Art Contemporani de Barcelona ,Menors,Obres,2.0,4705.16
2021,1,Consorcis,Consorci Museu d'Art Contemporani de Barcelona ,Menors,Serveis,292.0,560356.59
2021,1,Consorcis,Consorci Museu d'Art Contemporani de Barcelona ,Menors,Subministraments,47.0,42602.56
2021,1,Consorcis,Consorci Museu d'Art Contemporani de Barcelona ,Menors,Privats de l'Administració,60.0,57755.81
2021,2,Consorcis,Consorci Museu d'Art Contemporani de Barcelona ,Oberts,Serveis,3.0,300802.52
2021,2,Consorcis,Consorci Museu d'Art Contemporani de Barcelona ,Basats en acord marc,Serveis,41.0,25894.33
2021,2,Consorcis,Consorci Museu d'Art Contemporani de Barcelona ,Basats en acord marc,Subministraments,2.0,276386.67
2021,2,Consorcis,Consorci Museu d'Art Contemporani de Barcelona ,Menors,Obres,2.0,36769.49
2021,2,Consorcis,Consorci Museu d'Art Contemporani de Barcelona ,Menors,Serveis,356.0,465823.55
2021,2,Consorcis,Consorci Museu d'Art Contemporani de Barcelona ,Menors,Subministraments,57.0,32941.06
2021,2,Consorcis,Consorci Museu d'Art Contemporani de Barcelona ,Menors,Privats de l'Administració,115.0,100575.13
2021,2,Consorcis,Consorci Museu d'Art Contemporani de Barcelona ,Concurs de Projectes,Obres,1.0,100908.51
2021,3,Consorcis,Consorci Museu d'Art Contemporani de Barcelona ,Oberts,Subministraments,1.0,85057.89
2021,3,Consorcis,Consorci Museu d'Art Contemporani de Barcelona ,Negociat sense publicitat,Obres,1.0,259422.46
2021,3,Consorcis,Consorci Museu d'Art Contemporani de Barcelona ,Negociat sense publicitat,Serveis,1.0,24290.01
2021,3,Consorcis,Consorci Museu d'Art Contemporani de Barcelona ,Basats en acord marc,Serveis,1.0,166614.83
2021,3,Consorcis,Consorci Museu d'Art Contemporani de Barcelona ,Menors,Serveis,206.0,229617.65
2021,3,Consorcis,Consorci Museu d'Art Contemporani de Barcelona ,Menors,Subministraments,41.0,39642.77
2021,3,Consorcis,Consorci Museu d'Art Contemporani de Barcelona ,Menors,Privats de l'Administració,63.0,98942.58
2021,4,Consorcis,Consorci Museu d'Art Contemporani de Barcelona ,Oberts,Serveis,1.0,90036.1
2021,4,Consorcis,Consorci Museu d'Art Contemporani de Barcelona ,Oberts,Subministraments,1.0,134261.6
2021,4,Consorcis,Consorci Museu d'Art Contemporani de Barcelona ,Negociat sense publicitat,Obres,1.0,201817.01
2021,4,Consorcis,Consorci Museu d'Art Contemporani de Barcelona ,Negociat sense publicitat,Subministraments,2.0,35805.0
2021,4,Consorcis,Consorci Museu d'Art Contemporani de Barcelona ,Basats en acord marc,Serveis,18.0,4319.18
2021,4,Consorcis,Consorci Museu d'Art Contemporani de Barcelona ,Basats en acord marc,Subministraments,5.0,53356.7
2021,4,Consorcis,Consorci Museu d'Art Contemporani de Barcelona ,Menors,Obres,4.0,34153.57
2021,4,Consorcis,Consorci Museu d'Art Contemporani de Barcelona ,Menors,Serveis,597.0,1016955.29
2021,4,Consorcis,Consorci Museu d'Art Contemporani de Barcelona ,Menors,Subministraments,88.0,196085.99
2021,4,Consorcis,Consorci Museu d'Art Contemporani de Barcelona ,Menors,Privats de l'Administració,186.0,762961.35
2021,1,Consorcis,Consorci de l'Auditori i l'Orquestra ,Oberts,Serveis,1.0,148491.2
2021,1,Consorcis,Consorci de l'Auditori i l'Orquestra ,Negociat sense publicitat,Privats de l'Administració,7.0,240229.0
2021,1,Consorcis,Consorci de l'Auditori i l'Orquestra ,Basats en acord marc,Serveis,1.0,10285.0
2021,1,Consorcis,Consorci de l'Auditori i l'Orquestra ,Menors,Serveis,249.0,1190228.94
2021,1,Consorcis,Consorci de l'Auditori i l'Orquestra ,Menors,Subministraments,38.0,115086.8
2021,1,Consorcis,Consorci de l'Auditori i l'Orquestra ,Menors derivats autorització genèrica de despesa,Serveis,8.0,2141.35
2021,2,Consorcis,Consorci de l'Auditori i l'Orquestra ,Oberts,Serveis,1.0,304443.0
2021,2,Consorcis,Consorci de l'Auditori i l'Orquestra ,Negociat sense publicitat,Privats de l'Administració,2.0,36080.0
2021,2,Consorcis,Consorci de l'Auditori i l'Orquestra ,Basats en acord marc,Subministraments,1.0,538450.0
2021,2,Consorcis,Consorci de l'Auditori i l'Orquestra ,Menors,Serveis,114.0,338727.19
2021,2,Consorcis,Consorci de l'Auditori i l'Orquestra ,Menors,Subministraments,34.0,76582.89
2021,2,Consorcis,Consorci de l'Auditori i l'Orquestra ,Menors,Privats de l'Administració,28.0,201265.66
2021,2,Consorcis,Consorci de l'Auditori i l'Orquestra ,Menors derivats autorització genèrica de despesa,Serveis,3.0,765.78
2021,2,Consorcis,Consorci de l'Auditori i l'Orquestra ,Menors derivats autorització genèrica de despesa,Subministraments,1.0,605.0
2021,3,Consorcis,Consorci de l'Auditori i l'Orquestra ,Oberts,Serveis,2.0,648000.0
2021,3,Consorcis,Consorci de l'Auditori i l'Orquestra ,Oberts,Subministraments,3.0,276315.17
2021,3,Consorcis,Consorci de l'Auditori i l'Orquestra ,Negociat sense publicitat,Subministraments,1.0,68793.74
2021,3,Consorcis,Consorci de l'Auditori i l'Orquestra ,Negociat sense publicitat,Privats de l'Administració,4.0,116468.0
2021,3,Consorcis,Consorci de l'Auditori i l'Orquestra ,Basats en acord marc,Serveis,1.0,130000.0
2021,3,Consorcis,Consorci de l'Auditori i l'Orquestra ,Menors,Serveis,74.0,222756.13
2021,3,Consorcis,Consorci de l'Auditori i l'Orquestra ,Menors,Subministraments,42.0,123566.7
2021,3,Consorcis,Consorci de l'Auditori i l'Orquestra ,Menors,Privats de l'Administració,37.0,195309.48
2021,4,Consorcis,Consorci de l'Auditori i l'Orquestra ,Oberts,Serveis,2.0,160700.34
2021,4,Consorcis,Consorci de l'Auditori i l'Orquestra ,Oberts,Subministraments,2.0,317200.0
2021,4,Consorcis,Consorci de l'Auditori i l'Orquestra ,Negociat sense publicitat,Serveis,1.0,31751.17
2021,4,Consorcis,Consorci de l'Auditori i l'Orquestra ,Negociat sense publicitat,Subministraments,2.0,113112.01
2021,4,Consorcis,Consorci de l'Auditori i l'Orquestra ,Negociat sense publicitat,Privats de l'Administració,13.0,367841.0
2021,4,Consorcis,Consorci de l'Auditori i l'Orquestra ,Basats en acord marc,Serveis,1.0,4950.0
2021,4,Consorcis,Consorci de l'Auditori i l'Orquestra ,Menors,Serveis,178.0,713201.61
2021,4,Consorcis,Consorci de l'Auditori i l'Orquestra ,Menors,Subministraments,60.0,297949.12
2021,4,Consorcis,Consorci de l'Auditori i l'Orquestra ,Menors,Privats de l'Administració,75.0,419166.91
2021,4,Consorcis,Consorci de l'Auditori i l'Orquestra ,Menors derivats autorització genèrica de despesa,Serveis,2.0,252.74
2021,4,Consorcis,Consorci de l'Auditori i l'Orquestra ,Menors derivats autorització genèrica de despesa,Subministraments,1.0,1189.43
2021,1,Fundacions,Fundació Barcelona Cultura ,Menors,Serveis,1.0,5808.0
2021,2,Fundacions,Fundació Barcelona Cultura ,Menors,Serveis,1.0,7260.0
2021,1,Fundacions,Fundació Navegació Oceànica de Barcelona ,Basats en acord marc,Subministraments,2.0,14822.5
2021,1,Fundacions,Fundació Navegació Oceànica de Barcelona ,Menors,Serveis,41.0,87696.05
2021,1,Fundacions,Fundació Navegació Oceànica de Barcelona ,Menors,Subministraments,50.0,58592.81
2021,2,Fundacions,Fundació Navegació Oceànica de Barcelona ,Menors,Serveis,42.0,31493.07
2021,2,Fundacions,Fundació Navegació Oceànica de Barcelona ,Menors,Subministraments,37.0,27229.27
2021,3,Fundacions,Fundació Navegació Oceànica de Barcelona ,Menors,Serveis,21.0,25514.95
2021,3,Fundacions,Fundació Navegació Oceànica de Barcelona ,Menors,Subministraments,9.0,2962.34
2021,4,Fundacions,Fundació Navegació Oceànica de Barcelona ,Negociat sense publicitat,Subministraments,1.0,120000.0
2021,4,Fundacions,Fundació Navegació Oceànica de Barcelona ,Menors,Serveis,50.0,92798.9
2021,4,Fundacions,Fundació Navegació Oceànica de Barcelona ,Menors,Subministraments,27.0,16271.97
2021,1,Fundacions,Fundació Carles Pi i Sunyer d'estudis autonòmics i locals ,Basats en acord marc,Serveis,2.0,697.88
2021,1,Fundacions,Fundació Carles Pi i Sunyer d'estudis autonòmics i locals ,Menors,Serveis,12.0,47200.34
2021,1,Fundacions,Fundació Carles Pi i Sunyer d'estudis autonòmics i locals ,Menors derivats autorització genèrica de despesa,Serveis,13.0,1643.02
2021,1,Fundacions,Fundació Carles Pi i Sunyer d'estudis autonòmics i locals ,Menors derivats autorització genèrica de despesa,Subministraments,10.0,4058.68
2021,2,Fundacions,Fundació Carles Pi i Sunyer d'estudis autonòmics i locals ,Basats en acord marc,Serveis,2.0,75.74
2021,2,Fundacions,Fundació Carles Pi i Sunyer d'estudis autonòmics i locals ,Menors,Serveis,15.0,10377.36
2021,2,Fundacions,Fundació Carles Pi i Sunyer d'estudis autonòmics i locals ,Menors derivats autorització genèrica de despesa,Serveis,19.0,1990.14
2021,2,Fundacions,Fundació Carles Pi i Sunyer d'estudis autonòmics i locals ,Menors derivats autorització genèrica de despesa,Subministraments,12.0,4107.24
2021,3,Fundacions,Fundació Carles Pi i Sunyer d'estudis autonòmics i locals ,Basats en acord marc,Serveis,4.0,440.85
2021,3,Fundacions,Fundació Carles Pi i Sunyer d'estudis autonòmics i locals ,Menors,Serveis,11.0,3377.67
2021,4,Fundacions,Fundació Carles Pi i Sunyer d'estudis autonòmics i locals ,Basats en acord marc,Serveis,7.0,789.54
2021,4,Fundacions,Fundació Carles Pi i Sunyer d'estudis autonòmics i locals ,Menors,Serveis,45.0,50163.13
2021,4,Fundacions,Fundació Carles Pi i Sunyer d'estudis autonòmics i locals ,Menors derivats autorització genèrica de despesa,Serveis,19.0,3176.49
2021,4,Fundacions,Fundació Carles Pi i Sunyer d'estudis autonòmics i locals ,Menors derivats autorització genèrica de despesa,Subministraments,11.0,4039.92
2021,1,Fundacions,Fundació Privada Julio Muñoz Ramonet ,Menors,Serveis,9.0,55364.99
2021,2,Fundacions,Fundació Privada Julio Muñoz Ramonet ,Menors,Obres,1.0,43556.22
2021,2,Fundacions,Fundació Privada Julio Muñoz Ramonet ,Menors,Serveis,6.0,20808.44
2021,3,Fundacions,Fundació Privada Julio Muñoz Ramonet ,Menors,Serveis,6.0,40403.68
2021,4,Fundacions,Fundació Privada Julio Muñoz Ramonet ,Menors,Serveis,9.0,38629.35
2021,4,Fundacions,Fundació Privada Julio Muñoz Ramonet ,Menors,Subministraments,1.0,1838.73
2021,1,Fundacions,Fundació Barcelona Mobile World Capital Foundation ,Oberts,Serveis,3.0,457452.6
2021,1,Fundacions,Fundació Barcelona Mobile World Capital Foundation ,Negociat sense publicitat,Serveis,2.0,98762.62
2021,1,Fundacions,Fundació Barcelona Mobile World Capital Foundation ,Basats en acord marc,Serveis,31.0,35831.02
2021,1,Fundacions,Fundació Barcelona Mobile World Capital Foundation ,Basats en acord marc,Subministraments,3.0,2940.52
2021,1,Fundacions,Fundació Barcelona Mobile World Capital Foundation ,Menors,Serveis,179.0,665839.02
2021,1,Fundacions,Fundació Barcelona Mobile World Capital Foundation ,Menors,Subministraments,12.0,27072.03
2021,2,Fundacions,Fundació Barcelona Mobile World Capital Foundation ,Oberts,Serveis,2.0,77270.6
2021,2,Fundacions,Fundació Barcelona Mobile World Capital Foundation ,Negociat sense publicitat,Serveis,7.0,379248.99
2021,2,Fundacions,Fundació Barcelona Mobile World Capital Foundation ,Basats en acord marc,Serveis,49.0,73964.16
2021,2,Fundacions,Fundació Barcelona Mobile World Capital Foundation ,Basats en acord marc,Subministraments,3.0,2642.36
2021,2,Fundacions,Fundació Barcelona Mobile World Capital Foundation ,Menors,Serveis,220.0,683630.6
2021,2,Fundacions,Fundació Barcelona Mobile World Capital Foundation ,Menors,Subministraments,5.0,13377.76
2021,3,Fundacions,Fundació Barcelona Mobile World Capital Foundation ,Oberts,Serveis,2.0,139041.1
2021,3,Fundacions,Fundació Barcelona Mobile World Capital Foundation ,Basats en acord marc,Serveis,34.0,211132.06
2021,3,Fundacions,Fundació Barcelona Mobile World Capital Foundation ,Menors,Serveis,79.0,323063.35
2021,3,Fundacions,Fundació Barcelona Mobile World Capital Foundation ,Menors,Subministraments,12.0,47884.12
2021,4,Fundacions,Fundació Barcelona Mobile World Capital Foundation ,Oberts,Serveis,3.0,344932.55
2021,4,Fundacions,Fundació Barcelona Mobile World Capital Foundation ,Negociat sense publicitat,Serveis,2.0,105216.76
2021,4,Fundacions,Fundació Barcelona Mobile World Capital Foundation ,Basats en acord marc,Serveis,34.0,139846.87
2021,4,Fundacions,Fundació Barcelona Mobile World Capital Foundation ,Menors,Serveis,190.0,769095.07
2021,4,Fundacions,Fundació Barcelona Mobile World Capital Foundation ,Menors,Subministraments,64.0,127990.7
2021,1,Fundacions,Fundació Museu Picasso de Barcelona ,Basats en acord marc,Serveis,9.0,787.96
2021,1,Fundacions,Fundació Museu Picasso de Barcelona ,Menors,Serveis,3.0,21212.32
2021,1,Fundacions,Fundació Museu Picasso de Barcelona ,Menors derivats autorització genèrica de despesa,Serveis,86.0,68200.22
2021,1,Fundacions,Fundació Museu Picasso de Barcelona ,Menors derivats autorització genèrica de despesa,Subministraments,48.0,15937.36
2021,2,Fundacions,Fundació Museu Picasso de Barcelona ,Oberts,Serveis,2.0,2313543.99
2021,2,Fundacions,Fundació Museu Picasso de Barcelona ,Obert simplificat,Subministraments,1.0,27728.97
2021,2,Fundacions,Fundació Museu Picasso de Barcelona ,Basats en acord marc,Serveis,7.0,2165.48
2021,2,Fundacions,Fundació Museu Picasso de Barcelona ,Menors,Serveis,13.0,153213.35
2021,2,Fundacions,Fundació Museu Picasso de Barcelona ,Menors derivats autorització genèrica de despesa,Serveis,125.0,103656.06
2021,2,Fundacions,Fundació Museu Picasso de Barcelona ,Menors derivats autorització genèrica de despesa,Subministraments,42.0,21560.71
2021,3,Fundacions,Fundació Museu Picasso de Barcelona ,Oberts,Serveis,1.0,687272.26
2021,3,Fundacions,Fundació Museu Picasso de Barcelona ,Basats en acord marc,Serveis,7.0,1271.63
2021,3,Fundacions,Fundació Museu Picasso de Barcelona ,Menors,Serveis,6.0,61885.78
2021,3,Fundacions,Fundació Museu Picasso de Barcelona ,Menors,Subministraments,1.0,10960.2
2021,4,Fundacions,Fundació Museu Picasso de Barcelona ,Oberts,Serveis,1.0,30345.59
2021,4,Fundacions,Fundació Museu Picasso de Barcelona ,Basats en acord marc,Serveis,6.0,737.02
2021,4,Fundacions,Fundació Museu Picasso de Barcelona ,Menors,Serveis,14.0,118263.37
2021,4,Fundacions,Fundació Museu Picasso de Barcelona ,Menors,Subministraments,4.0,56180.36
2021,4,Fundacions,Fundació Museu Picasso de Barcelona ,Menors derivats autorització genèrica de despesa,Serveis,251.0,448413.38
2021,4,Fundacions,Fundació Museu Picasso de Barcelona ,Menors derivats autorització genèrica de despesa,Subministraments,84.0,38032.01
2021,1,Fundacions,Fundació Barcelona Institute of Technology for the Habitat ,Oberts,Serveis,1.0,171654.42
2021,1,Fundacions,Fundació Barcelona Institute of Technology for the Habitat ,Negociat sense publicitat,Subministraments,1.0,78000.0
2021,1,Fundacions,Fundació Barcelona Institute of Technology for the Habitat ,Basats en acord marc,Serveis,3.0,15669.5
2021,1,Fundacions,Fundació Barcelona Institute of Technology for the Habitat ,Menors,Serveis,19.0,78814.38
2021,1,Fundacions,Fundació Barcelona Institute of Technology for the Habitat ,Menors,Subministraments,2.0,3944.09
2021,2,Fundacions,Fundació Barcelona Institute of Technology for the Habitat ,Obert simplificat abreujat,Serveis,2.0,69575.0
2021,2,Fundacions,Fundació Barcelona Institute of Technology for the Habitat ,Menors,Serveis,12.0,67898.62
2021,2,Fundacions,Fundació Barcelona Institute of Technology for the Habitat ,Menors,Subministraments,2.0,1845.89
2021,3,Fundacions,Fundació Barcelona Institute of Technology for the Habitat ,Oberts,Subministraments,1.0,293503.65
2021,3,Fundacions,Fundació Barcelona Institute of Technology for the Habitat ,Obert simplificat,Serveis,1.0,73798.87
2021,3,Fundacions,Fundació Barcelona Institute of Technology for the Habitat ,Obert simplificat abreujat,Serveis,1.0,58987.5
2021,3,Fundacions,Fundació Barcelona Institute of Technology for the Habitat ,Menors,Serveis,6.0,47159.88
2021,4,Fundacions,Fundació Barcelona Institute of Technology for the Habitat ,Menors,Serveis,19.0,67669.57
2021,4,Fundacions,Fundació Barcelona Institute of Technology for the Habitat ,Menors,Subministraments,2.0,9416.22
2021,1,Fundacions,Fundació Casa Amèrica Catalunya ,Menors,Serveis,40.0,174176.27
2021,1,Fundacions,Fundació Casa Amèrica Catalunya ,Menors,Subministraments,11.0,26983.0
2021,2,Fundacions,Fundació Casa Amèrica Catalunya ,Menors,Serveis,41.0,47413.09
2021,2,Fundacions,Fundació Casa Amèrica Catalunya ,Menors,Subministraments,3.0,1754.5
2021,3,Fundacions,Fundació Casa Amèrica Catalunya ,Basats en acord marc,Serveis,1.0,27467.0
2021,3,Fundacions,Fundació Casa Amèrica Catalunya ,Menors,Serveis,28.0,43630.4
2021,3,Fundacions,Fundació Casa Amèrica Catalunya ,Menors,Subministraments,3.0,3335.0
2021,4,Fundacions,Fundació Casa Amèrica Catalunya ,Menors,Serveis,48.0,45592.0
2021,4,Fundacions,Fundació Casa Amèrica Catalunya ,Menors,Subministraments,1.0,2080.0
2021,1,Associacions,Associació Internacional de Ciutats Educadores ,Menors,Serveis,28.0,27767.7
2021,1,Associacions,Associació Internacional de Ciutats Educadores ,Menors derivats autorització genèrica de despesa,Serveis,3.0,363.0
2021,1,Associacions,Associació Internacional de Ciutats Educadores ,Designació de Formadors,Serveis,1.0,350.0
2021,2,Associacions,Associació Internacional de Ciutats Educadores ,Menors,Serveis,31.0,29674.78
2021,2,Associacions,Associació Internacional de Ciutats Educadores ,Menors derivats autorització genèrica de despesa,Serveis,3.0,363.0
2021,3,Associacions,Associació Internacional de Ciutats Educadores ,Menors,Serveis,19.0,18111.3
2021,3,Associacions,Associació Internacional de Ciutats Educadores ,Menors,Subministraments,1.0,2507.29
2021,4,Associacions,Associació Internacional de Ciutats Educadores ,Basats en acord marc,Serveis,1.0,9.8
2021,4,Associacions,Associació Internacional de Ciutats Educadores ,Menors,Serveis,62.0,69540.21
2021,4,Associacions,Associació Internacional de Ciutats Educadores ,Menors,Subministraments,1.0,651.72
2021,4,Associacions,Associació Internacional de Ciutats Educadores ,Menors derivats autorització genèrica de despesa,Serveis,3.0,363.0
2021,1,Associacions,"Red de Juderías de España, Caminos de Sefarad ",Menors,Serveis,12.0,56000.0
2021,2,Associacions,"Red de Juderías de España, Caminos de Sefarad ",Menors,Serveis,7.0,44000.0
2021,3,Associacions,"Red de Juderías de España, Caminos de Sefarad ",Menors,Serveis,8.0,39500.0
2021,4,Associacions,"Red de Juderías de España, Caminos de Sefarad ",Menors,Serveis,3.0,15500.0
